Ground Speed,Steering Angle,Throttle Pos,Brake Pos,CG Accel Lateral,CG Accel Longitudinal,total_g,throttle_jerk,brake_jerk,steer_speed,avg_slip_rear,avg_slip_front,target_score
28.61,78.6,46.02,0.0,-0.266,0.108,0.28708883642524313,79.29999999999882,0.0,165.99999999999932,0.365,1.01,68.18181818181819
28.76,86.3,40.08,0.0,-0.281,0.088,0.2944571276094366,138.7999999999996,0.0,145.9999999999991,0.445,1.0150000000000001,68.18181818181819
28.92,93.2,32.14,0.0,-0.312,0.054,0.31663859524701027,186.60000000000065,0.0,147.00000000000057,0.56,1.08,68.18181818181819
28.98,101.0,21.42,0.0,-0.334,-0.006,0.33405388786840967,174.60000000000065,0.0,125.00000000000057,0.6950000000000001,1.08,68.18181818181819
28.99,105.7,14.68,0.0,-0.343,-0.013,0.34324626727759183,174.50000000000063,0.0,119.00000000000045,0.78,1.0699999999999998,68.18181818181819
28.99,112.9,3.97,0.0,-0.357,-0.036,0.35881053496239484,146.8000000000004,0.0,103.0,0.895,1.0499999999999998,68.18181818181819
28.93,116.0,0.0,0.0,-0.363,-0.082,0.3721464765384727,39.699999999999086,0.0,78.99999999999977,0.9750000000000001,1.025,68.18181818181819
28.8,120.8,0.0,0.0,-0.376,-0.085,0.3854880024073382,0.0,0.0,91.00000000000023,1.065,1.02,68.18181818181819
28.67,125.1,0.0,0.0,-0.381,-0.087,0.3908068576675696,0.0,0.0,63.00000000000023,1.13,1.0,68.18181818181819
28.59,127.1,0.0,0.0,-0.382,-0.087,0.39178182704153086,0.0,0.0,54.00000000000023,1.165,0.9850000000000001,68.11431811431812
28.46,130.5,0.0,0.0,-0.386,-0.087,0.39568295389111724,0.0,0.0,81.99999999999955,1.19,0.98,67.66251766251767
28.34,135.3,0.0,0.0,-0.393,-0.088,0.4027319207611932,0.0,0.0,78.99999999999955,1.2000000000000002,1.01,67.21071721071722
28.26,138.4,0.0,0.0,-0.407,-0.091,0.4170491577739967,0.0,0.0,61.0,1.205,1.095,66.75891675891677
28.13,141.4,0.0,0.0,-0.405,-0.091,0.41509757888959076,0.0,0.0,55.00000000000023,1.23,1.07,66.3071163071163
28.01,143.9,0.0,0.0,-0.406,-0.091,0.41607331084798027,0.0,0.0,41.00000000000023,1.2850000000000001,1.04,65.85531585531585
27.92,145.5,0.0,0.0,-0.409,-0.091,0.41900119331572316,559.999999999987,0.0,32.999999999999545,1.31,1.03,65.4035154035154
27.82,147.2,56.0,0.0,-0.406,-0.07,0.4119902911477405,1.9895196601282592e-11,0.0,28.0,1.3199999999999998,1.0350000000000001,64.95171495171495
27.77,148.3,0.0,0.0,-0.408,-0.066,0.41330376238306854,560.000000000002,0.0,23.000000000000227,1.325,1.04,64.4999144999145
27.09,149.5,0.0,0.0,-0.082,-1.133,1.135963467722444,0.0,0.0,17.999999999999773,1.45,1.145,64.04811404811404
25.55,150.1,0.0,0.0,-0.485,-0.372,0.6112356337780054,0.0,0.0,23.000000000000227,1.9049999999999998,1.295,63.63636363636363
25.31,151.8,0.0,0.0,-0.378,0.014,0.3782591704109763,0.0,0.0,25.999999999999773,1.2850000000000001,0.81,63.63636363636363
25.18,152.7,0.0,0.0,-0.332,-0.246,0.41320696993153444,0.0,0.0,20.0,1.075,0.895,63.63636363636363
