Time,Ground Speed,Steering Angle,Throttle Pos,Brake Pos,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,Chassis Yaw Rate,ABS Active,TC Active,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR
0.0,5.74,110.5,24.6,0.0,-0.045,0.072,-0.002,4.41,0.0,0.0,-0.01,-0.22,-0.09,0.12
0.05,5.9,120.2,24.6,0.0,-0.042,0.07,-0.0019,4.86,0.0,0.0,-0.03,-0.17,-0.09,0.12
0.1,6.05,129.4,23.01,0.0,-0.042,0.069,-0.003,5.43,0.0,0.0,-0.05,-0.14,-0.08,0.13
0.15,6.14,134.9,23.01,0.0,-0.038,0.066,-0.0013,5.79,0.0,0.0,-0.05,-0.11,-0.09,0.13
0.2,6.28,145.2,22.61,0.0,-0.045,0.065,-0.0037,6.34,0.0,0.0,-0.08,-0.09,-0.1,0.11
0.25,6.38,150.4,20.23,0.0,-0.039,0.062,-0.0003,6.73,0.0,0.0,-0.08,-0.03,-0.1,0.11
0.3,6.51,158.0,17.06,0.0,-0.048,0.059,-0.0001,7.1,0.0,0.0,-0.13,-0.01,-0.13,0.08
0.35,6.6,160.4,15.47,0.0,-0.044,0.056,-0.0006,7.41,0.0,0.0,-0.14,0.03,-0.11,0.1
0.4,6.72,164.4,14.28,0.0,-0.035,0.052,-0.0003,7.73,0.0,0.0,-0.14,0.12,-0.13,0.09
0.45,6.8,163.3,14.28,0.0,-0.027,0.053,-0.001,7.76,0.0,0.0,-0.14,0.22,-0.15,0.07
0.5,6.92,154.7,15.87,0.0,-0.005,0.058,-0.0023,7.41,0.0,0.0,-0.11,0.4,-0.15,0.07
0.55,7.0,148.8,15.87,0.0,-0.012,0.054,-0.0024,7.0,0.0,0.0,-0.17,0.34,-0.13,0.09
0.6,7.11,141.0,12.7,0.0,-0.009,0.051,0.0009,6.72,0.0,0.0,-0.18,0.28,-0.09,0.14
0.65,7.18,142.1,11.5,0.0,-0.029,0.045,0.0023,6.9,0.0,0.0,-0.22,0.13,-0.07,0.16
0.7,7.27,147.2,13.88,0.0,-0.035,0.043,0.0006,7.46,0.0,0.0,-0.17,0.08,-0.1,0.14
0.75,7.34,150.7,15.47,0.0,-0.037,0.048,-0.001,7.67,0.0,0.0,-0.14,0.1,-0.15,0.07
0.8,7.44,156.0,17.46,0.0,-0.06,0.045,0.0011,8.01,0.0,0.0,-0.2,0.01,-0.17,0.05
0.85,7.52,162.9,17.46,0.0,-0.063,0.045,0.0014,8.47,0.0,0.0,-0.22,-0.03,-0.14,0.08
0.9,7.62,169.8,17.46,0.0,-0.061,0.047,0.0016,9.04,0.0,0.0,-0.21,0.02,-0.17,0.05
0.95,7.7,174.6,17.46,0.0,-0.065,0.048,0.0,9.31,0.0,0.0,-0.23,0.02,-0.18,0.03
1.0,7.81,180.5,15.87,0.0,-0.054,0.049,-0.0017,9.79,0.0,0.0,-0.24,0.08,-0.15,0.07
1.05,7.92,185.3,15.87,0.0,-0.057,0.044,-0.0012,10.24,0.0,0.0,-0.27,0.12,-0.17,0.05
1.1,7.98,186.6,15.87,0.0,-0.052,0.046,-0.0014,10.41,0.0,0.0,-0.28,0.17,-0.17,0.05
1.15,8.09,188.3,15.87,0.0,-0.049,0.045,-0.0008,10.59,0.0,0.0,-0.31,0.21,-0.16,0.06
1.2,8.16,188.3,15.87,0.0,-0.048,0.046,-0.0005,10.71,0.0,0.0,-0.32,0.24,-0.16,0.06
1.25,8.27,188.3,15.47,0.0,-0.049,0.045,-0.0002,10.82,0.0,0.0,-0.34,0.26,-0.17,0.05
1.3,8.34,187.5,15.47,0.0,-0.048,0.045,0.0003,10.91,0.0,0.0,-0.35,0.28,-0.17,0.05
1.35,8.45,185.1,15.47,0.0,-0.042,0.048,-0.0004,10.89,0.0,0.0,-0.33,0.33,-0.18,0.04
1.4,8.53,182.9,17.06,0.0,-0.043,0.048,-0.0006,10.82,0.0,0.0,-0.34,0.33,-0.19,0.04
1.45,8.64,179.5,18.25,0.0,-0.042,0.051,0.0,10.73,0.0,0.0,-0.34,0.31,-0.17,0.05
1.5,8.72,177.8,18.65,0.0,-0.043,0.052,0.0004,10.73,0.0,0.0,-0.33,0.29,-0.17,0.06
1.55,8.84,175.6,18.65,0.0,-0.046,0.052,0.0007,10.77,0.0,0.0,-0.33,0.27,-0.17,0.06
1.6,8.94,173.6,18.65,0.0,-0.045,0.053,0.0007,10.78,0.0,0.0,-0.31,0.27,-0.18,0.05
1.65,9.02,171.6,17.06,0.0,-0.045,0.053,-0.0003,10.73,0.0,0.0,-0.3,0.27,-0.19,0.04
1.7,9.15,169.2,16.27,0.0,-0.049,0.05,0.0,10.7,0.0,0.0,-0.3,0.23,-0.19,0.04
1.75,9.22,167.8,15.87,0.0,-0.049,0.05,0.0003,10.71,0.0,0.0,-0.29,0.22,-0.18,0.04
1.8,9.34,165.5,15.87,0.0,-0.049,0.05,0.0003,10.72,0.0,0.0,-0.28,0.22,-0.19,0.03
1.85,9.44,163.8,15.47,0.0,-0.049,0.05,-0.0001,10.7,0.0,0.0,-0.27,0.21,-0.19,0.03
1.9,9.51,162.3,15.08,0.0,-0.049,0.049,-0.0001,10.7,0.0,0.0,-0.27,0.2,-0.19,0.03
1.95,9.62,160.8,15.08,0.0,-0.05,0.049,-0.0003,10.7,0.0,0.0,-0.26,0.18,-0.19,0.03
2.0,9.7,159.8,15.08,0.0,-0.051,0.049,-0.0003,10.73,0.0,0.0,-0.26,0.17,-0.2,0.03
2.05,9.82,158.4,15.08,0.0,-0.053,0.049,-0.0003,10.75,0.0,0.0,-0.25,0.16,-0.2,0.02
2.1,9.9,157.0,15.08,0.0,-0.052,0.05,-0.0003,10.78,0.0,0.0,-0.24,0.16,-0.2,0.02
2.15,10.02,155.0,17.06,0.0,-0.053,0.053,0.0002,10.74,0.0,0.0,-0.24,0.15,-0.21,0.01
2.2,10.12,153.0,17.06,0.0,-0.052,0.053,0.0003,10.72,0.0,0.0,-0.23,0.15,-0.21,0.02
2.25,10.26,148.1,17.06,0.0,-0.046,0.055,-0.0006,10.61,0.0,0.0,-0.2,0.17,-0.21,0.02
2.3,10.3,147.5,17.06,0.0,-0.045,0.056,0.0,10.54,0.0,0.0,-0.2,0.17,-0.21,0.01
2.35,10.43,142.0,17.06,0.0,-0.037,0.057,-0.0005,10.22,0.0,0.0,-0.16,0.2,-0.21,0.01
2.4,10.51,135.8,17.06,0.0,-0.036,0.056,0.0016,10.0,0.0,0.0,-0.14,0.21,-0.21,0.01
2.45,10.62,129.2,17.06,0.0,-0.027,0.058,-0.0001,9.49,0.0,0.0,-0.11,0.21,-0.2,0.02
2.5,10.76,120.4,17.06,0.0,-0.026,0.058,0.0016,8.93,0.0,0.0,-0.09,0.18,-0.19,0.04
2.55,10.85,115.0,17.85,0.0,-0.025,0.059,-0.0009,8.61,0.0,0.0,-0.07,0.15,-0.18,0.05
2.6,10.95,106.7,22.22,0.0,-0.013,0.066,0.0002,8.25,0.0,0.0,-0.01,0.19,-0.18,0.04
2.65,11.08,99.3,27.38,0.0,-0.015,0.074,-0.0008,7.61,0.0,0.0,0.0,0.15,-0.19,0.04
2.7,11.24,91.0,32.53,0.0,-0.012,0.107,0.0012,6.93,0.0,0.0,0.01,0.11,-0.16,0.07
2.75,11.42,84.6,36.5,0.0,-0.01,0.139,0.0017,6.45,0.0,0.0,0.01,0.07,-0.12,0.12
2.8,11.74,73.7,38.88,0.0,-0.002,0.162,0.0004,5.81,0.0,0.0,0.03,0.05,-0.09,0.16
2.85,12.0,65.3,43.25,0.0,-0.008,0.175,-0.0009,5.34,0.0,0.0,0.02,-0.01,-0.08,0.17
2.9,12.44,54.1,50.39,0.0,0.006,0.216,0.0005,4.52,0.0,0.0,0.07,0.01,-0.06,0.2
2.95,12.75,48.8,57.81,0.0,0.005,0.242,0.0008,3.95,0.0,0.0,0.05,-0.03,-0.03,0.22
3.0,13.35,38.2,67.58,0.0,0.009,0.322,0.0019,3.27,0.0,0.0,0.04,-0.06,0.03,0.27
3.05,13.9,30.3,76.95,0.0,0.015,0.364,0.0009,2.84,0.0,0.0,0.07,-0.04,0.01,0.25
3.1,14.79,21.7,94.14,0.0,0.013,0.484,0.0007,2.27,0.0,0.0,0.11,0.0,-0.03,0.19
3.15,15.51,15.9,100.0,0.0,0.02,0.555,-0.0005,1.84,0.0,0.0,0.15,0.05,-0.06,0.16
3.2,16.71,7.8,100.0,0.0,0.026,0.573,-0.0025,1.06,0.0,0.0,0.17,0.11,-0.09,0.12
3.25,17.63,1.8,100.0,0.0,0.029,0.585,0.0007,0.48,0.0,0.0,0.17,0.14,-0.07,0.11
3.3,18.45,-1.6,100.0,0.0,0.032,0.598,0.0032,-0.02,0.0,0.0,0.15,0.16,-0.05,0.1
3.35,19.53,-4.3,100.0,0.0,0.021,0.44,0.0016,-0.39,0.0,0.0,0.03,0.11,-0.02,0.09
3.4,20.32,-8.7,100.0,0.0,0.039,0.575,-0.0001,-0.62,0.0,0.0,0.13,0.25,-0.03,0.07
3.45,21.68,-19.9,100.0,0.0,0.085,0.568,-0.0111,-1.86,0.0,0.0,0.35,0.5,-0.08,0.01
3.5,22.71,-23.6,100.0,0.0,0.069,0.852,-0.0224,-3.05,0.0,0.0,0.27,0.44,-0.06,0.05
3.55,24.27,-31.2,100.0,0.0,0.101,0.716,-0.013,-4.49,0.0,0.0,0.33,0.53,0.07,0.19
3.6,25.43,-36.0,100.0,0.0,0.127,0.688,-0.0047,-5.43,0.0,0.0,0.4,0.64,0.12,0.24
3.65,26.95,-43.0,100.0,0.0,0.142,0.794,-0.0081,-6.81,0.0,0.0,0.47,0.77,0.15,0.26
3.7,28.22,-48.1,100.0,0.0,0.158,0.873,-0.0086,-8.23,0.0,0.0,0.52,0.87,0.27,0.36
3.75,30.1,-53.7,100.0,0.0,0.187,0.9,-0.0099,-10.07,0.0,0.0,0.6,1.04,0.46,0.53
3.8,31.46,-57.7,100.0,0.0,0.211,0.92,-0.0091,-11.33,0.0,0.0,0.7,1.21,0.56,0.61
3.85,33.45,-63.6,100.0,0.0,0.243,0.942,-0.0106,-13.23,0.0,0.0,0.81,1.48,0.73,0.74
3.9,34.76,-66.9,100.0,0.0,0.265,0.95,-0.0149,-14.56,0.0,0.0,0.88,1.64,0.86,0.85
3.95,36.18,-68.5,100.0,0.0,0.283,0.954,-0.0229,-16.02,0.0,0.0,0.92,1.79,1.05,1.01
4.0,38.22,-70.2,100.0,0.0,0.309,0.963,-0.035,-17.99,0.0,0.0,0.99,1.98,1.35,1.3
4.05,39.66,-69.8,100.0,0.0,0.319,0.956,-0.0483,-19.26,0.0,0.0,0.99,2.08,1.59,1.53
4.1,41.56,-69.3,97.66,0.0,0.329,0.927,-0.0616,-20.68,0.0,0.0,1.15,2.3,1.96,1.9
4.15,42.94,-68.7,76.17,0.0,0.351,0.92,-0.0557,-21.65,0.0,0.0,1.31,2.5,2.25,2.17
4.2,44.8,-65.7,13.88,0.0,0.514,0.765,-0.0435,-21.98,0.0,0.0,1.27,2.52,2.27,2.22
4.25,45.39,-63.5,0.0,0.0,0.553,0.088,-0.0602,-21.28,0.0,0.0,0.94,2.19,1.95,1.91
4.3,45.15,-59.5,0.0,0.0,0.454,-0.167,-0.085,-20.48,0.0,0.0,0.75,1.62,1.78,1.73
4.35,44.84,-56.8,0.0,0.0,0.458,-0.022,-0.0522,-20.29,0.0,0.0,1.02,1.22,1.92,1.93
4.4,45.13,-56.3,0.0,9.52,0.226,1.075,0.0354,-21.32,0.0,1.0,1.24,1.03,2.11,2.22
4.45,46.18,-57.1,0.0,11.9,0.577,-0.111,0.0713,-22.27,0.0,0.0,1.63,1.09,2.31,2.52
4.5,45.79,-57.0,0.0,12.3,0.526,-0.297,0.0876,-22.09,0.0,0.0,1.47,0.91,2.12,2.35
4.55,45.18,-56.3,0.0,19.04,0.478,-0.326,0.0669,-21.19,0.0,0.0,1.38,0.82,1.95,2.21
4.6,44.67,-55.6,0.0,26.19,0.457,-0.42,0.0256,-20.39,0.0,0.0,1.42,0.89,1.91,2.17
4.65,43.73,-53.4,0.0,28.17,0.43,-0.48,-0.0247,-19.25,0.0,0.0,1.4,0.92,1.86,2.12
4.7,43.08,-51.0,0.0,28.17,0.41,-0.477,-0.0421,-18.56,0.0,0.0,1.3,0.87,1.8,2.06
4.75,42.13,-45.1,0.0,28.17,0.349,-0.473,-0.0439,-17.31,0.0,0.0,0.99,0.6,1.67,1.94
4.8,41.19,-39.6,0.0,21.42,0.301,-0.386,-0.0323,-15.25,0.0,0.0,0.75,0.36,1.49,1.8
4.85,40.76,-36.6,0.0,13.88,0.289,-0.296,-0.025,-13.97,0.0,0.0,0.71,0.3,1.32,1.66
4.9,40.28,-31.2,0.0,9.12,0.236,-0.204,-0.0134,-11.98,0.0,0.0,0.53,0.13,1.02,1.39
4.95,40.02,-26.4,0.0,5.16,0.2,-0.164,-0.009,-10.49,0.0,0.0,0.43,0.04,0.84,1.23
5.0,39.82,-20.7,0.0,0.0,0.141,-0.062,-0.0048,-8.15,0.0,0.0,0.28,-0.1,0.61,0.98
5.05,39.69,-21.4,0.0,0.0,0.142,-0.066,-0.0011,-6.42,0.0,0.0,0.42,0.05,0.38,0.73
5.1,39.6,-23.2,0.0,0.0,0.145,-0.066,0.0036,-6.19,0.0,0.0,0.52,0.16,0.25,0.56
5.15,39.47,-25.1,0.0,0.0,0.135,-0.065,0.0102,-6.49,0.0,0.0,0.53,0.19,0.18,0.46
5.2,39.35,-25.8,0.0,0.0,0.138,-0.065,0.0117,-6.91,0.0,0.0,0.52,0.19,0.23,0.47
5.25,39.26,-25.7,0.0,0.0,0.14,-0.066,0.0105,-7.06,0.0,0.0,0.51,0.17,0.28,0.5
5.3,39.06,-25.5,0.0,9.12,0.137,-0.189,0.0044,-7.09,0.0,0.0,0.5,0.16,0.32,0.53
5.35,38.47,-24.6,0.0,20.63,0.125,-0.351,-0.0041,-6.92,0.0,0.0,0.48,0.13,0.34,0.55
5.4,38.03,-24.3,0.0,20.63,0.123,-0.348,-0.008,-6.8,0.0,0.0,0.48,0.11,0.35,0.55
5.45,37.29,-24.3,0.0,20.63,0.12,-0.351,-0.0072,-6.65,0.0,0.0,0.49,0.08,0.32,0.55
5.5,36.85,-24.3,0.0,20.63,0.117,-0.351,-0.0027,-6.58,0.0,0.0,0.49,0.06,0.3,0.55
5.55,36.15,-23.9,0.0,15.47,0.113,-0.281,0.0035,-6.44,0.0,0.0,0.47,0.02,0.27,0.56
5.6,35.64,-22.8,0.0,12.7,0.105,-0.237,0.0018,-6.19,0.0,0.0,0.44,-0.01,0.23,0.56
5.65,35.34,-22.2,0.0,12.7,0.099,-0.235,-0.0044,-5.95,0.0,0.0,0.41,-0.02,0.21,0.55
5.7,34.88,-20.6,0.0,12.7,0.091,-0.233,-0.0126,-5.55,0.0,0.0,0.38,-0.03,0.18,0.53
5.75,34.56,-18.9,0.0,12.7,0.077,-0.231,-0.0133,-5.23,0.0,0.0,0.32,-0.07,0.16,0.5
5.8,34.1,-16.2,0.0,12.7,0.059,-0.23,-0.009,-4.58,0.0,0.0,0.26,-0.13,0.13,0.46
5.85,33.64,-12.9,0.0,12.7,0.04,-0.229,-0.0031,-3.82,0.0,0.0,0.2,-0.18,0.09,0.41
5.9,33.32,-9.6,0.0,12.7,0.023,-0.229,-0.0004,-3.21,0.0,0.0,0.14,-0.24,0.07,0.37
5.95,32.89,-3.5,0.0,12.7,-0.008,-0.228,0.0017,-2.14,0.0,0.0,0.03,-0.36,0.03,0.33
6.0,32.51,2.3,0.0,19.04,-0.04,-0.295,0.0014,-1.0,0.0,0.0,-0.08,-0.48,-0.01,0.29
6.05,31.76,11.0,0.0,27.77,-0.074,-0.429,0.0007,0.83,0.0,0.0,-0.19,-0.61,-0.07,0.21
6.1,30.91,16.6,0.0,28.96,-0.086,-0.45,-0.0018,2.48,0.0,0.0,-0.17,-0.61,-0.17,0.1
6.15,30.28,21.7,0.0,28.96,-0.103,-0.457,-0.0027,3.46,0.0,0.0,-0.2,-0.66,-0.26,0.02
6.2,29.41,26.7,0.0,28.96,-0.112,-0.457,-0.0017,4.68,0.0,0.0,-0.18,-0.66,-0.35,-0.05
6.25,28.55,31.2,0.0,18.25,-0.117,-0.352,-0.0007,5.63,0.0,0.0,-0.14,-0.62,-0.42,-0.1
6.3,28.1,35.8,0.0,5.55,-0.127,-0.159,-0.005,6.46,0.0,0.0,-0.14,-0.6,-0.46,-0.09
6.35,27.96,38.9,0.0,0.0,-0.133,-0.05,-0.0116,7.05,0.0,0.0,-0.16,-0.6,-0.48,-0.08
6.4,27.91,46.0,19.84,0.0,-0.153,0.018,-0.0206,7.91,0.0,0.0,-0.29,-0.68,-0.5,-0.07
6.45,28.01,54.3,38.88,0.0,-0.176,0.076,-0.0144,9.0,0.0,0.0,-0.45,-0.8,-0.46,-0.06
6.5,28.14,61.1,44.84,0.0,-0.199,0.104,-0.0076,9.91,0.0,0.0,-0.57,-0.9,-0.44,-0.07
6.55,28.37,69.7,48.01,0.0,-0.235,0.117,0.0038,11.63,0.0,0.0,-0.77,-1.06,-0.43,-0.13
6.6,28.61,78.6,46.02,0.0,-0.266,0.108,0.0124,13.64,0.0,0.0,-0.89,-1.13,-0.48,-0.25
6.65,28.76,86.3,40.08,0.0,-0.281,0.088,0.0148,15.01,0.0,0.0,-0.91,-1.12,-0.54,-0.35
6.7,28.92,93.2,32.14,0.0,-0.312,0.054,0.01,16.9,0.0,0.0,-0.99,-1.17,-0.63,-0.49
6.75,28.98,101.0,21.42,0.0,-0.334,-0.006,-0.0048,19.02,0.0,0.0,-1.0,-1.16,-0.75,-0.64
6.8,28.99,105.7,14.68,0.0,-0.343,-0.013,-0.0117,20.14,0.0,0.0,-0.99,-1.15,-0.83,-0.73
6.85,28.99,112.9,3.97,0.0,-0.357,-0.036,-0.0134,21.73,0.0,0.0,-0.97,-1.13,-0.95,-0.84
6.9,28.93,116.0,0.0,0.0,-0.363,-0.082,-0.0115,22.72,0.0,0.0,-0.95,-1.1,-1.03,-0.92
6.95,28.8,120.8,0.0,0.0,-0.376,-0.085,-0.0063,23.91,0.0,0.0,-0.95,-1.09,-1.13,-1.0
7.0,28.67,125.1,0.0,0.0,-0.381,-0.087,-0.0034,24.8,0.0,0.0,-0.93,-1.07,-1.2,-1.06
7.05,28.59,127.1,0.0,0.0,-0.382,-0.087,-0.0021,25.25,0.0,0.0,-0.92,-1.05,-1.24,-1.09
7.1,28.46,130.5,0.0,0.0,-0.386,-0.087,-0.0036,25.86,0.0,0.0,-0.93,-1.03,-1.27,-1.11
7.15,28.34,135.3,0.0,0.0,-0.393,-0.088,-0.0061,26.38,0.0,0.0,-0.96,-1.06,-1.28,-1.12
7.2,28.26,138.4,0.0,0.0,-0.407,-0.091,-0.0083,26.87,0.0,0.0,-1.05,-1.14,-1.29,-1.12
7.25,28.13,141.4,0.0,0.0,-0.405,-0.091,-0.0103,27.66,0.0,0.0,-1.05,-1.09,-1.31,-1.15
7.3,28.01,143.9,0.0,0.0,-0.406,-0.091,-0.0097,28.19,0.0,0.0,-1.03,-1.05,-1.36,-1.21
7.35,27.92,145.5,0.0,0.0,-0.409,-0.091,-0.0084,28.45,0.0,0.0,-1.03,-1.03,-1.38,-1.24
7.4,27.82,147.2,56.0,0.0,-0.406,-0.07,-0.0078,28.75,0.0,0.0,-1.04,-1.03,-1.39,-1.25
7.45,27.77,148.3,0.0,0.0,-0.408,-0.066,-0.0077,28.91,0.0,0.0,-1.05,-1.03,-1.4,-1.25
7.5,27.09,149.5,0.0,0.0,-0.082,-1.133,-0.0361,28.2,0.0,0.0,-1.14,-1.15,-1.51,-1.39
7.55,25.55,150.1,0.0,0.0,-0.485,-0.372,-0.0268,27.93,0.0,0.0,-1.27,-1.32,-1.89,-1.92
7.6,25.31,151.8,0.0,0.0,-0.378,0.014,0.0115,27.07,0.0,0.0,-0.78,-0.84,-1.33,-1.24
7.65,25.18,152.7,0.0,0.0,-0.332,-0.246,0.0288,26.27,0.0,0.0,-0.84,-0.95,-1.18,-0.97
7.7,25.05,153.8,0.0,0.0,-0.375,-0.02,0.0136,25.86,0.0,0.0,-0.95,-1.07,-1.08,-0.79
7.75,24.85,154.5,0.0,0.0,-0.353,-0.018,-0.0121,25.73,0.0,0.0,-1.0,-1.07,-0.94,-0.61
7.8,24.65,154.5,0.0,0.0,-0.325,-0.007,-0.0225,25.55,0.0,0.0,-0.97,-0.97,-0.84,-0.54
7.85,24.51,154.6,0.0,0.0,-0.277,-0.227,-0.0105,25.36,0.0,0.0,-0.97,-0.93,-0.8,-0.51
7.9,24.32,154.6,0.0,0.0,-0.268,-0.225,-0.0039,25.16,0.0,0.0,-0.95,-0.88,-0.74,-0.49
7.95,24.21,154.6,0.0,0.0,-0.306,-0.005,-0.0098,25.05,0.0,0.0,-0.94,-0.86,-0.72,-0.5
8.0,24.02,154.6,0.0,0.0,-0.307,-0.007,-0.0038,24.87,0.0,0.0,-0.94,-0.85,-0.72,-0.52
8.05,23.89,154.6,0.0,0.0,-0.268,-0.222,-0.0019,24.74,0.0,0.0,-0.93,-0.85,-0.73,-0.53
8.1,23.72,154.6,0.0,0.0,-0.306,-0.007,-0.0029,24.6,0.0,0.0,-0.92,-0.85,-0.73,-0.54
8.15,23.54,154.6,0.0,0.0,-0.301,-0.006,-0.0034,24.43,0.0,0.0,-0.9,-0.83,-0.72,-0.52
8.2,23.43,154.6,0.0,0.0,-0.297,-0.006,-0.0041,24.32,0.0,0.0,-0.88,-0.82,-0.71,-0.51
8.25,23.23,154.6,0.0,0.0,-0.252,-0.21,-0.0024,24.11,0.0,0.0,-0.87,-0.8,-0.69,-0.48
8.3,23.13,154.6,0.0,0.0,-0.287,-0.005,-0.0067,23.99,0.0,0.0,-0.86,-0.79,-0.68,-0.46
8.35,22.96,154.6,0.0,0.0,-0.281,-0.006,-0.0076,23.8,0.0,0.0,-0.85,-0.77,-0.67,-0.44
8.4,22.83,154.6,0.0,0.0,-0.243,-0.203,-0.002,23.67,0.0,0.0,-0.84,-0.77,-0.66,-0.43
8.45,22.67,154.6,7.14,0.0,-0.24,-0.195,-0.0012,23.5,0.0,0.0,-0.83,-0.75,-0.65,-0.42
8.5,22.61,154.6,41.66,0.0,-0.277,0.06,-0.0061,23.45,0.0,0.0,-0.83,-0.74,-0.64,-0.41
8.55,22.77,154.6,94.92,0.0,-0.253,0.066,0.0069,23.61,0.0,0.0,-0.84,-0.74,-0.64,-0.39
8.6,23.21,154.6,100.0,0.0,-0.292,0.458,-0.0067,24.22,0.0,0.0,-0.88,-0.77,-0.7,-0.45
8.65,24.19,154.5,100.0,0.0,-0.319,0.752,-0.0159,25.61,0.0,0.0,-1.03,-0.86,-0.91,-0.69
8.7,25.01,154.0,100.0,0.0,-0.341,0.729,-0.0208,26.62,0.0,0.0,-1.13,-0.91,-1.07,-0.89
8.75,26.69,151.8,100.0,0.0,-0.328,0.91,0.0047,28.55,0.0,0.0,-1.33,-1.0,-1.26,-1.19
8.8,27.91,147.3,100.0,0.0,-0.398,0.797,0.0069,30.41,0.0,0.0,-1.46,-1.03,-1.7,-1.75
8.85,29.05,141.8,100.0,0.0,-0.424,0.717,0.0072,30.62,0.0,0.0,-1.48,-0.94,-1.79,-1.84
8.9,30.75,129.9,100.0,0.0,-0.401,0.763,0.0061,30.05,0.0,0.0,-1.46,-0.78,-1.7,-1.79
8.95,31.85,121.5,100.0,0.0,-0.388,0.791,-0.0024,29.79,0.0,0.0,-1.41,-0.62,-1.75,-1.88
9.0,33.61,108.4,100.0,0.0,-0.374,0.824,-0.0255,29.2,0.0,0.0,-1.37,-0.49,-1.93,-2.07
9.05,35.05,99.5,100.0,0.0,-0.365,0.852,-0.0406,28.53,0.0,0.0,-1.34,-0.42,-2.08,-2.23
9.1,36.83,86.6,100.0,0.0,-0.348,0.886,-0.049,27.46,0.0,0.0,-1.26,-0.28,-2.27,-2.39
9.15,38.18,75.3,100.0,0.0,-0.335,0.913,-0.0465,26.5,0.0,0.0,-1.18,-0.14,-2.38,-2.5
9.2,39.56,64.3,100.0,0.0,-0.335,0.93,-0.0427,25.35,0.0,0.0,-1.2,-0.15,-2.49,-2.59
9.25,41.67,49.6,100.0,0.0,-0.315,0.955,-0.0354,23.29,0.0,0.0,-1.1,0.0,-2.61,-2.7
9.3,43.1,42.4,100.0,0.0,-0.303,0.965,-0.0344,21.77,0.0,0.0,-1.05,0.12,-2.66,-2.75
9.35,44.52,31.7,100.0,0.0,-0.283,0.956,-0.0385,20.18,0.0,0.0,-0.92,0.29,-2.7,-2.79
9.4,46.76,18.2,100.0,0.0,-0.257,0.975,-0.0326,17.19,0.0,0.0,-0.79,0.42,-2.69,-2.76
9.45,48.12,10.3,100.0,0.0,-0.247,1.003,-0.0223,15.17,0.0,0.0,-0.73,0.48,-2.6,-2.65
9.5,50.37,-0.5,100.0,0.0,-0.203,1.018,-0.0177,11.14,0.0,0.0,-0.47,0.7,-2.3,-2.31
9.55,51.85,-6.3,100.0,0.0,-0.179,0.988,-0.0242,8.16,0.0,0.0,-0.38,0.76,-2.02,-2.01
9.6,53.29,-10.3,100.0,0.0,-0.155,0.957,-0.0307,5.2,0.0,0.0,-0.36,0.76,-1.69,-1.66
9.65,55.35,-11.4,100.0,0.0,-0.121,0.903,-0.0342,1.41,0.0,0.0,-0.46,0.66,-1.16,-1.11
9.7,56.56,-11.1,100.0,0.0,-0.095,0.86,-0.0344,-0.3,0.0,0.0,-0.5,0.6,-0.84,-0.79
9.75,58.27,-9.6,100.0,0.0,-0.051,0.758,-0.0328,-2.02,0.0,0.0,-0.51,0.56,-0.43,-0.38
9.8,59.34,-8.8,100.0,0.0,-0.019,0.681,-0.0321,-2.64,0.0,0.0,-0.47,0.54,-0.21,-0.15
9.85,60.71,-8.4,100.0,0.0,0.032,0.559,-0.0301,-3.09,0.0,0.0,-0.3,0.57,0.0,0.07
9.9,61.48,-5.4,100.0,0.0,0.034,0.484,-0.0273,-3.13,0.0,0.0,-0.33,0.43,0.1,0.17
9.95,61.68,-2.3,100.0,0.0,0.022,0.053,-0.0241,-2.66,0.0,0.0,-0.39,0.24,0.16,0.23
10.0,62.78,1.3,100.0,0.0,0.007,-0.342,-0.0263,-1.64,0.0,0.0,-0.31,0.02,0.21,0.32
10.05,64.01,3.8,100.0,0.0,-0.009,1.091,0.0029,-1.62,0.0,1.0,-0.22,-0.14,0.24,0.37
10.1,65.77,9.3,100.0,0.0,-0.02,0.513,0.0367,0.19,0.0,0.0,-0.17,-0.31,0.22,0.4
10.15,66.57,11.5,100.0,0.0,-0.035,0.54,0.0434,1.72,0.0,0.0,-0.21,-0.4,0.12,0.33
10.2,67.72,13.4,100.0,0.0,-0.073,0.551,0.025,3.61,0.0,0.0,-0.3,-0.47,-0.09,0.1
10.25,68.55,15.4,100.0,0.0,-0.116,0.559,0.0148,4.67,0.0,0.0,-0.45,-0.58,-0.23,-0.08
10.3,69.38,15.6,100.0,0.0,-0.147,0.567,0.0129,5.57,0.0,0.0,-0.55,-0.6,-0.36,-0.24
10.35,70.35,15.6,100.0,0.0,-0.172,0.573,0.012,6.21,0.0,0.0,-0.63,-0.59,-0.48,-0.38
10.4,71.69,15.6,100.0,0.0,-0.199,0.577,0.0015,6.72,0.0,0.0,-0.73,-0.59,-0.59,-0.51
10.45,72.54,15.6,100.0,0.0,-0.21,0.578,-0.0116,6.99,0.0,0.0,-0.78,-0.59,-0.65,-0.57
10.5,73.4,14.9,100.0,0.0,-0.216,0.581,-0.0237,7.23,0.0,0.0,-0.8,-0.58,-0.71,-0.63
