Time,Ground Speed,Steering Angle,Throttle Pos,Brake Pos,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,Chassis Yaw Rate,ABS Active,TC Active,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR
221.15,61.69,-3.6,0.0,46.02,0.083,-0.849,-0.0235,-2.34,0.0,0.0,0.5,-0.03,0.12,0.64
221.2,60.61,-3.6,0.0,46.02,0.081,-0.846,-0.0156,-2.3,0.0,0.0,0.5,-0.04,0.11,0.63
221.25,58.82,-3.6,0.0,46.02,0.077,-0.844,-0.0216,-2.23,0.0,0.0,0.48,-0.05,0.09,0.62
221.3,57.75,-3.6,0.0,46.02,0.073,-0.843,-0.0236,-2.18,0.0,0.0,0.47,-0.05,0.08,0.61
221.35,56.05,-3.6,0.0,46.02,0.069,-0.848,-0.0172,-2.09,0.0,0.0,0.45,-0.07,0.05,0.6
221.4,54.36,-3.5,0.0,46.02,0.063,-0.84,-0.0085,-1.96,0.0,0.0,0.43,-0.09,0.03,0.57
221.45,53.2,-3.5,0.0,46.02,0.059,-0.84,-0.0094,-1.87,0.0,0.0,0.42,-0.1,0.02,0.55
221.5,51.63,-3.5,0.0,44.44,0.055,-0.816,0.0044,-1.76,0.0,0.0,0.41,-0.12,-0.0,0.52
221.55,50.01,-3.3,0.0,38.49,0.051,-0.767,-0.0011,-1.66,0.0,0.0,0.4,-0.14,-0.03,0.5
221.6,49.11,-3.3,0.0,28.96,0.049,-0.571,-0.0041,-1.59,0.0,0.0,0.38,-0.15,-0.05,0.48
221.65,48.2,-3.3,0.0,21.03,0.045,-0.399,-0.0169,-1.46,0.0,0.0,0.35,-0.15,-0.1,0.46
221.7,47.52,-3.3,9.92,13.88,0.04,-0.308,-0.0137,-1.32,0.0,0.0,0.32,-0.15,-0.14,0.43
221.75,47.25,-3.3,33.33,6.74,0.037,-0.141,-0.0125,-1.18,0.0,0.0,0.3,-0.13,-0.15,0.38
221.8,47.25,-3.3,51.95,0.0,0.032,0.088,-0.0069,-1.05,0.0,0.0,0.28,-0.11,-0.16,0.31
221.85,47.41,-3.3,57.81,0.0,0.027,0.095,0.0159,-1.0,0.0,0.0,0.25,-0.1,-0.14,0.26
221.9,47.55,-3.3,63.28,0.0,0.024,0.102,0.0229,-0.99,0.0,0.0,0.23,-0.09,-0.11,0.22
221.95,47.78,-3.3,71.09,0.0,0.023,0.129,0.028,-0.98,0.0,0.0,0.21,-0.08,-0.08,0.18
222.0,48.06,-3.3,76.56,0.0,0.023,0.149,0.0238,-1.0,0.0,0.0,0.19,-0.06,-0.06,0.15
222.05,48.28,-3.3,82.03,0.0,0.023,0.171,0.0261,-1.0,0.0,0.0,0.19,-0.05,-0.05,0.15
222.1,48.65,-3.3,86.33,0.0,0.023,0.192,0.0169,-1.02,0.0,0.0,0.18,-0.04,-0.04,0.14
222.15,48.92,-3.6,88.28,0.0,0.026,0.203,0.0063,-1.05,0.0,0.0,0.18,-0.03,-0.03,0.14
222.2,48.94,-4.9,88.67,0.0,0.045,-0.053,0.0046,-1.26,0.0,0.0,0.24,0.03,-0.01,0.16
222.25,48.89,-7.2,88.67,0.0,0.061,-0.025,-0.0056,-1.78,0.0,0.0,0.31,0.07,-0.01,0.17
222.3,49.41,-8.7,92.19,0.0,0.051,0.515,0.006,-2.33,0.0,0.0,0.32,0.05,-0.02,0.2
222.35,50.38,-9.4,100.0,0.0,0.071,0.338,0.0041,-3.07,0.0,0.0,0.34,0.07,0.05,0.3
222.4,51.06,-9.0,100.0,0.0,0.077,0.359,0.0091,-3.23,0.0,0.0,0.32,0.09,0.09,0.36
222.45,51.56,-8.1,100.0,0.0,0.077,0.372,0.0064,-3.21,0.0,0.0,0.29,0.1,0.13,0.37
222.5,52.34,-6.8,100.0,0.0,0.069,0.392,0.0149,-2.96,0.0,0.0,0.21,0.08,0.16,0.36
222.55,53.14,-4.8,100.0,0.0,0.056,0.411,0.0266,-2.59,0.0,0.0,0.14,0.05,0.16,0.33
222.6,53.72,-3.6,100.0,0.0,0.045,0.423,0.0182,-2.22,0.0,0.0,0.1,0.02,0.15,0.3
222.65,54.59,-2.6,100.0,0.0,0.036,0.441,0.0039,-1.71,0.0,0.0,0.07,0.02,0.12,0.26
222.7,55.21,-1.9,100.0,0.0,0.03,0.458,-0.002,-1.42,0.0,0.0,0.05,0.02,0.09,0.24
222.75,56.2,1.3,100.0,0.0,-0.001,0.471,0.0094,-0.82,0.0,0.0,-0.1,-0.09,0.07,0.21
222.8,56.85,2.3,100.0,0.0,-0.007,0.482,0.0036,-0.23,0.0,0.0,-0.12,-0.09,0.05,0.19
222.85,57.84,2.3,100.0,0.0,-0.004,0.493,0.0209,0.4,0.0,0.0,-0.07,-0.03,-0.01,0.12
222.9,58.9,1.8,100.0,0.0,-0.009,0.508,0.0076,0.71,0.0,0.0,-0.05,-0.02,-0.08,0.06
222.95,59.6,0.7,100.0,0.0,-0.002,0.516,-0.0003,0.71,0.0,0.0,-0.01,0.03,-0.11,0.03
223.0,60.66,-0.3,100.0,0.0,0.002,0.541,0.0066,0.42,0.0,0.0,0.01,0.07,-0.13,0.02
223.05,61.4,-0.3,100.0,0.0,-0.003,0.537,0.0143,0.22,0.0,0.0,-0.02,0.05,-0.12,0.02
223.1,62.55,0.1,100.0,0.0,-0.006,0.543,0.0247,0.07,0.0,0.0,-0.06,0.04,-0.09,0.04
223.15,63.3,0.7,100.0,0.0,-0.009,0.545,0.0306,0.09,0.0,0.0,-0.08,0.02,-0.08,0.05
223.2,64.46,0.6,100.0,0.0,-0.008,0.55,0.0092,0.25,0.0,0.0,-0.07,0.02,-0.08,0.05
223.25,65.22,-0.3,100.0,0.0,0.002,0.555,-0.0024,0.25,0.0,0.0,-0.02,0.07,-0.09,0.03
223.3,65.56,-0.5,100.0,0.0,0.008,-0.062,0.0093,0.04,0.0,0.0,-0.01,0.09,-0.07,0.05
223.35,65.48,0.0,100.0,0.0,0.008,-0.036,-0.0121,-0.14,0.0,0.0,-0.01,0.03,-0.05,0.06
223.4,65.87,1.7,100.0,0.0,-0.018,0.488,0.0149,-0.0,0.0,1.0,-0.05,-0.12,-0.1,0.04
223.45,66.88,3.7,100.0,0.0,-0.046,0.509,0.0381,0.75,0.0,0.0,-0.07,-0.29,-0.16,0.04
223.5,67.61,4.5,100.0,0.0,-0.05,0.553,0.0397,1.36,0.0,0.0,-0.07,-0.32,-0.19,0.03
223.55,68.78,4.1,100.0,0.0,-0.038,0.603,0.0395,2.11,0.0,0.0,-0.04,-0.24,-0.26,-0.04
223.6,70.01,4.5,100.0,0.0,-0.048,0.626,0.0265,2.57,0.0,1.0,-0.13,-0.23,-0.33,-0.19
223.65,70.89,6.5,100.0,0.0,-0.075,0.643,0.0636,3.04,0.0,0.0,-0.26,-0.29,-0.39,-0.27
223.7,71.91,10.8,100.0,0.0,-0.123,0.641,0.0511,4.14,0.0,0.0,-0.54,-0.51,-0.46,-0.37
223.75,73.12,12.3,100.0,0.0,-0.142,0.621,0.0143,5.84,0.0,0.0,-0.63,-0.53,-0.63,-0.55
223.8,74.39,13.1,100.0,0.0,-0.176,0.626,0.019,7.77,0.0,0.0,-0.77,-0.59,-0.91,-0.83
223.85,75.23,12.8,100.0,0.0,-0.195,0.602,0.0067,9.09,0.0,0.0,-0.83,-0.61,-1.14,-1.06
223.9,76.46,11.7,100.0,0.0,-0.227,0.567,0.0057,11.12,0.0,0.0,-0.87,-0.65,-1.54,-1.46
223.95,77.58,9.6,100.0,0.0,-0.256,0.551,-0.0151,12.79,0.0,0.0,-0.91,-0.72,-1.96,-1.88
224.0,78.35,8.6,100.0,0.0,-0.284,0.582,0.0099,13.83,0.0,0.0,-0.99,-0.8,-2.26,-2.16
224.05,79.56,6.7,100.0,0.0,-0.337,0.575,0.0247,15.33,0.0,0.0,-1.15,-0.96,-2.7,-2.62
224.1,80.33,5.4,100.0,0.0,-0.369,0.564,0.0392,16.41,0.0,0.0,-1.21,-1.04,-3.01,-2.94
224.15,81.41,1.1,100.0,0.0,-0.4,0.543,0.0161,17.75,0.0,0.0,-1.22,-1.1,-3.48,-3.43
224.2,82.13,-6.0,100.0,0.0,-0.409,0.548,0.0159,18.28,0.0,0.0,-1.1,-0.98,-3.81,-3.76
224.25,83.25,-26.7,100.0,0.0,-0.32,0.535,0.0265,16.65,0.0,0.0,-0.38,-0.25,-4.22,-4.17
224.3,84.0,-38.0,100.0,0.0,-0.24,0.511,0.0355,13.4,0.0,0.0,0.02,0.12,-4.37,-4.31
224.35,85.02,-45.4,100.0,0.0,-0.237,0.489,0.0043,7.36,0.0,0.0,0.04,0.07,-4.22,-4.13
224.4,85.68,-49.1,100.0,0.0,-0.23,0.512,0.0131,3.33,0.0,0.0,0.12,0.15,-3.9,-3.78
224.45,86.75,-52.6,100.0,0.0,-0.157,0.521,0.032,-3.6,0.0,0.0,0.38,0.42,-3.12,-2.97
224.5,87.46,-53.5,100.0,0.0,-0.095,0.523,0.0463,-8.31,0.0,0.0,0.53,0.58,-2.47,-2.32
224.55,88.56,-51.9,100.0,0.0,0.027,0.518,0.0188,-15.12,0.0,0.0,0.78,0.81,-1.31,-1.17
224.6,89.34,-49.9,100.0,0.0,0.145,0.527,0.0249,-19.13,0.0,0.0,1.03,1.07,-0.45,-0.32
224.65,90.36,-48.6,100.0,0.0,0.351,0.474,0.0264,-23.33,0.0,0.0,1.49,1.53,0.69,0.77
224.7,90.97,-47.3,100.0,0.0,0.508,0.32,0.0224,-25.51,0.0,0.0,1.88,1.88,1.4,1.45
224.75,91.36,-43.0,100.0,0.0,0.472,0.468,0.0061,-29.53,0.0,1.0,2.36,2.27,2.65,2.7
224.8,91.71,-38.4,100.0,0.0,0.702,0.144,0.0164,-31.02,0.0,1.0,2.6,2.43,3.41,3.41
224.85,92.0,-20.9,100.0,0.0,0.686,0.342,0.018,-31.77,0.0,0.0,2.57,2.3,4.33,4.38
224.9,92.74,10.2,100.0,0.0,0.526,0.393,0.0233,-35.18,0.0,0.0,1.54,1.26,5.89,5.95
224.95,93.2,36.8,100.0,0.0,0.473,0.407,0.0171,-34.76,0.0,0.0,0.96,0.67,6.76,6.8
225.0,93.75,52.8,100.0,0.0,0.351,0.405,0.0166,-30.86,0.0,0.0,0.41,0.06,7.59,7.59
225.05,94.52,69.3,100.0,0.0,0.418,0.422,0.0222,-24.63,0.0,0.0,0.63,0.29,8.22,8.19
225.1,95.3,76.0,100.0,0.0,0.459,0.444,0.0158,-18.95,0.0,0.0,0.82,0.56,8.41,8.39
225.15,95.82,78.6,100.0,0.0,0.493,0.453,0.0334,-15.51,0.0,0.0,0.92,0.73,8.37,8.38
225.2,96.61,80.1,100.0,0.0,0.508,0.446,0.0367,-11.36,0.0,0.0,1.04,0.96,8.26,8.28
225.25,97.1,79.7,100.0,0.0,0.556,0.412,0.0182,-9.08,0.0,0.0,1.14,1.09,8.08,8.13
225.3,97.62,79.0,100.0,0.0,0.518,0.433,0.0029,-7.11,0.0,0.0,1.18,1.16,7.82,7.89
225.35,98.42,83.7,100.0,0.0,0.46,0.439,-0.0015,-4.5,0.0,0.0,0.84,0.85,7.35,7.46
225.4,98.99,92.3,100.0,0.0,0.323,0.418,0.0044,-1.66,0.0,0.0,0.14,0.14,6.96,7.09
225.45,99.81,105.7,100.0,0.0,0.114,0.403,-0.0139,5.77,0.0,0.0,-0.75,-0.81,6.16,6.35
225.5,100.41,110.7,100.0,0.0,-0.002,0.418,-0.0019,12.97,0.0,0.0,-1.26,-1.33,5.29,5.51
225.55,101.32,111.9,100.0,0.0,-0.135,0.435,0.0177,24.64,0.0,0.0,-1.94,-2.03,3.55,3.78
225.6,102.01,102.4,100.0,0.0,-0.219,0.477,0.0259,32.92,0.0,0.0,-2.09,-2.14,1.99,2.2
225.65,103.13,73.3,100.0,0.0,-0.32,0.544,0.0376,42.23,0.0,0.0,-1.69,-1.64,-0.46,-0.35
225.7,103.88,40.7,83.98,2.38,-0.379,0.517,0.0372,45.23,0.0,0.0,-1.1,-0.97,-2.02,-2.0
225.75,104.31,-28.2,2.38,35.31,-0.347,-0.168,0.0108,38.66,0.0,0.0,0.44,0.5,-3.88,-3.91
225.8,103.65,-49.2,0.0,48.01,-0.216,-0.727,-0.0064,30.14,0.0,0.0,1.65,1.62,-4.57,-4.58
225.85,101.5,-91.1,0.0,82.42,-0.022,-1.04,-0.0536,17.4,1.0,0.0,3.11,2.58,-5.35,-5.27
225.9,99.91,-107.5,0.0,96.88,0.01,-1.139,-0.0412,10.25,1.0,0.0,3.57,2.79,-5.73,-5.54
225.95,97.63,-118.8,0.0,100.0,0.0,-1.218,0.0304,1.84,1.0,0.0,3.52,2.49,-5.94,-5.53
226.0,96.06,-114.2,0.0,100.0,0.092,-1.15,0.0294,-3.45,1.0,0.0,2.9,1.92,-5.8,-5.24
226.05,93.57,-88.7,0.0,96.09,-0.091,-1.17,0.0076,-8.98,1.0,0.0,1.41,0.75,-5.06,-4.41
226.1,91.97,-71.7,24.99,74.61,-0.244,-1.129,0.0342,-11.84,1.0,0.0,0.54,-0.15,-4.34,-3.67
226.15,90.32,-41.0,78.52,26.19,-0.519,-0.307,-0.0122,-15.41,1.0,0.0,-0.86,-1.37,-2.85,-2.14
226.2,90.57,-12.0,100.0,0.0,-0.396,0.386,-0.0622,-13.56,0.0,0.0,-1.5,-1.87,-1.54,-0.94
226.25,91.15,-6.5,100.0,0.0,-0.311,0.455,-0.0552,-10.84,0.0,0.0,-1.38,-1.58,-0.99,-0.49
226.3,92.14,-2.2,100.0,0.0,-0.187,0.485,-0.0264,-7.29,0.0,0.0,-0.95,-0.95,-0.42,-0.14
226.35,92.81,-3.2,100.0,0.0,-0.095,0.485,0.0079,-5.67,0.0,0.0,-0.55,-0.42,-0.12,0.04
226.4,93.84,-10.8,100.0,0.0,0.106,0.487,0.0312,-5.03,0.0,0.0,0.27,0.53,0.24,0.32
226.45,94.5,-17.6,100.0,0.0,0.208,0.479,0.029,-5.95,0.0,0.0,0.68,1.0,0.45,0.5
226.5,95.49,-21.9,100.0,0.0,0.319,0.46,0.0005,-8.73,0.0,0.0,1.14,1.47,0.75,0.8
226.55,96.12,-22.4,100.0,0.0,0.349,0.454,-0.0259,-10.77,0.0,0.0,1.23,1.53,0.97,1.04
226.6,97.08,-21.4,100.0,0.0,0.39,0.461,-0.0402,-13.73,0.0,0.0,1.33,1.58,1.37,1.47
226.65,97.76,-19.4,100.0,0.0,0.412,0.471,-0.0329,-15.56,0.0,0.0,1.34,1.54,1.71,1.82
226.7,98.75,-7.6,100.0,0.0,0.409,0.482,-0.0207,-17.42,0.0,0.0,1.05,1.24,2.27,2.39
226.75,99.41,5.8,100.0,0.0,0.343,0.496,-0.0185,-17.3,0.0,0.0,0.53,0.72,2.65,2.77
226.8,100.44,28.1,100.0,0.0,0.206,0.499,-0.0092,-13.81,0.0,0.0,-0.23,-0.05,3.11,3.24
226.85,101.16,30.9,100.0,0.0,0.198,0.488,-0.0204,-9.66,0.0,0.0,-0.17,-0.02,3.22,3.35
226.9,102.19,28.5,100.0,0.0,0.277,0.513,-0.0218,-5.19,0.0,0.0,0.28,0.43,3.01,3.14
226.95,102.95,22.7,100.0,0.0,0.311,0.531,-0.0079,-3.34,0.0,0.0,0.5,0.68,2.75,2.89
227.0,104.04,10.8,100.0,0.0,0.38,0.527,-0.0148,-2.73,0.0,0.0,1.08,1.28,2.42,2.54
227.05,104.8,2.6,100.0,0.0,0.413,0.534,-0.0235,-3.98,0.0,0.0,1.42,1.62,2.28,2.41
227.1,105.56,-1.6,100.0,0.0,0.443,0.533,-0.0217,-5.83,0.0,0.0,1.6,1.83,2.25,2.38
227.15,106.65,-3.2,100.0,0.0,0.453,0.516,-0.0207,-8.65,0.0,0.0,1.57,1.82,2.34,2.46
227.2,107.39,-0.7,100.0,0.0,0.433,0.508,-0.0321,-10.33,0.0,0.0,1.39,1.63,2.47,2.6
227.25,108.43,17.1,100.0,0.0,0.317,0.509,-0.0446,-10.68,0.0,0.0,0.47,0.75,2.72,2.85
227.3,109.17,36.3,100.0,0.0,0.129,0.49,-0.0396,-8.19,0.0,0.0,-0.52,-0.24,2.85,2.98
227.35,110.17,49.3,100.0,0.0,0.032,0.48,-0.0568,-1.32,0.0,0.0,-0.94,-0.72,2.71,2.86
227.4,110.84,53.0,100.0,0.0,-0.013,0.491,-0.0504,3.83,0.0,0.0,-1.14,-0.92,2.35,2.51
227.45,111.97,55.8,100.0,0.0,-0.12,0.506,-0.0186,12.6,0.0,0.0,-1.49,-1.28,1.41,1.56
227.5,112.73,53.0,100.0,0.0,-0.198,0.52,-0.0198,18.19,0.0,0.0,-1.66,-1.46,0.6,0.74
227.55,113.85,43.5,100.0,0.0,-0.325,0.518,-0.0259,24.41,0.0,0.0,-1.73,-1.5,-0.69,-0.57
227.6,114.54,33.9,100.0,0.0,-0.405,0.482,-0.0321,27.05,0.0,0.0,-1.7,-1.46,-1.53,-1.44
227.65,115.58,3.4,100.0,0.0,-0.375,0.472,-0.0616,27.85,0.0,0.0,-0.87,-0.63,-2.9,-2.82
227.7,116.21,-19.7,100.0,0.0,-0.284,0.469,-0.0468,25.43,0.0,0.0,-0.23,0.03,-3.65,-3.56
227.75,117.13,-38.4,100.0,0.0,-0.228,0.42,-0.0599,18.48,0.0,0.0,0.07,0.3,-4.44,-4.34
227.8,117.69,-41.6,91.02,0.0,-0.312,0.432,-0.0713,14.47,0.0,0.0,-0.31,-0.11,-4.66,-4.54
227.85,118.29,-42.6,49.99,0.0,-0.413,0.413,-0.0505,10.75,0.0,0.0,-0.54,-0.34,-4.68,-4.55
227.9,118.71,-42.8,0.0,12.7,-0.551,-0.085,-0.0565,3.57,0.0,0.0,-0.63,-0.46,-4.19,-4.03
227.95,118.14,-43.0,0.0,26.58,-0.462,-0.453,-0.0513,-2.23,0.0,0.0,-0.47,-0.38,-3.6,-3.39
228.0,116.78,-43.0,0.0,31.34,-0.287,-0.665,-0.0321,-8.75,0.0,0.0,-0.07,-0.22,-2.71,-2.42
228.05,115.82,-41.5,11.9,31.74,-0.183,-0.7,-0.0086,-11.89,0.0,0.0,0.19,-0.15,-2.12,-1.79
228.1,114.43,-36.5,4.36,26.98,-0.042,-0.591,0.0376,-15.97,0.0,0.0,0.59,0.04,-1.09,-0.69
228.15,113.69,-33.6,0.0,15.87,0.121,-0.476,0.0437,-18.24,0.0,0.0,0.9,0.29,-0.36,0.06
228.2,112.88,-29.2,0.0,8.73,0.351,-0.331,0.0165,-21.06,0.0,0.0,1.38,0.76,0.71,1.14
228.25,112.44,-25.4,0.0,8.33,0.461,-0.309,-0.0127,-22.05,0.0,0.0,1.62,1.05,1.33,1.76
228.3,111.87,-18.1,0.0,2.77,0.565,-0.22,-0.0428,-22.0,0.0,0.0,1.81,1.32,2.09,2.48
228.35,111.6,-13.6,0.0,0.0,0.615,-0.154,-0.0533,-21.0,0.0,0.0,1.9,1.46,2.54,2.89
228.4,111.23,-5.3,0.0,0.0,0.659,-0.15,-0.0463,-18.69,0.0,0.0,1.9,1.55,2.97,3.27
228.45,110.98,0.6,0.0,0.0,0.667,-0.148,-0.0318,-16.8,0.0,0.0,1.81,1.51,3.12,3.4
228.5,110.6,9.9,0.0,0.0,0.633,-0.147,-0.0173,-13.48,0.0,0.0,1.48,1.23,3.19,3.45
228.55,110.36,15.8,0.0,0.0,0.583,-0.145,-0.019,-10.66,0.0,0.0,1.23,0.97,3.12,3.39
228.6,110.0,23.9,0.0,0.0,0.486,-0.146,-0.0167,-5.45,0.0,0.0,0.83,0.57,2.82,3.09
228.65,109.75,27.3,0.0,0.0,0.405,-0.147,-0.0222,-1.59,0.0,0.0,0.58,0.31,2.45,2.73
228.7,109.41,27.4,0.0,0.0,0.293,-0.147,-0.0202,3.98,0.0,0.0,0.36,0.06,1.72,2.02
228.75,109.18,23.7,0.0,0.0,0.216,-0.145,-0.0108,7.29,0.0,0.0,0.31,0.0,1.12,1.42
228.8,108.89,8.6,22.22,0.0,0.178,-0.106,-0.0069,9.25,0.0,0.0,0.66,0.33,0.28,0.57
228.85,108.81,-4.9,65.23,0.0,0.172,0.022,-0.0015,7.92,0.0,0.0,1.0,0.65,-0.14,0.15
228.9,109.14,-15.3,100.0,0.0,0.158,0.249,-0.0012,2.54,0.0,0.0,1.15,0.82,-0.43,-0.14
228.95,109.56,-16.2,100.0,0.0,0.129,0.31,-0.0088,-1.09,0.0,0.0,0.97,0.68,-0.38,-0.11
229.0,110.31,-14.5,100.0,0.0,0.126,0.353,-0.0142,-4.91,0.0,0.0,0.75,0.55,-0.08,0.15
229.05,110.85,-11.1,100.0,0.0,0.137,0.371,-0.0075,-6.36,0.0,0.0,0.58,0.45,0.16,0.36
229.1,111.41,-8.7,100.0,0.0,0.152,0.382,-0.0004,-6.93,0.0,0.0,0.48,0.4,0.37,0.54
229.15,112.24,-3.8,100.0,0.0,0.168,0.401,-0.0012,-6.77,0.0,0.0,0.37,0.36,0.6,0.74
229.2,112.84,-1.8,100.0,0.0,0.175,0.409,-0.003,-6.16,0.0,0.0,0.33,0.36,0.71,0.85
229.25,113.79,-1.5,100.0,0.0,0.2,0.414,-0.0144,-5.17,0.0,0.0,0.41,0.47,0.81,0.94
229.3,114.37,-4.3,100.0,0.0,0.238,0.422,-0.023,-5.03,0.0,0.0,0.61,0.69,0.84,0.97
229.35,115.04,-7.8,100.0,0.0,0.283,0.428,-0.0249,-5.59,0.0,0.0,0.84,0.94,0.87,1.01
229.4,115.94,-8.9,100.0,0.0,0.312,0.429,-0.027,-6.99,0.0,0.0,0.95,1.06,0.98,1.13
229.45,116.58,-8.5,100.0,0.0,0.325,0.438,-0.0265,-7.97,0.0,0.0,0.96,1.07,1.1,1.26
229.5,117.22,-7.9,100.0,0.0,0.347,0.443,-0.0208,-8.7,0.0,0.0,0.99,1.11,1.24,1.4
229.55,118.19,-7.9,100.0,0.0,0.388,0.44,-0.0187,-9.64,0.0,0.0,1.12,1.23,1.46,1.61
229.6,118.83,-7.3,100.0,0.0,0.408,0.445,-0.0263,-10.23,0.0,0.0,1.19,1.31,1.6,1.76
229.65,119.8,-3.2,100.0,0.0,0.426,0.447,-0.0185,-10.79,0.0,0.0,1.12,1.27,1.83,1.98
229.7,120.44,0.8,100.0,0.0,0.409,0.441,-0.0275,-10.7,0.0,0.0,0.96,1.11,1.98,2.13
229.75,121.08,8.8,100.0,0.0,0.369,0.452,-0.0288,-9.91,0.0,0.0,0.64,0.8,2.11,2.27
229.8,122.11,18.4,100.0,0.0,0.294,0.452,-0.0191,-6.66,0.0,0.0,0.21,0.38,2.17,2.33
229.85,122.77,19.8,100.0,0.0,0.277,0.452,-0.0278,-4.0,0.0,0.0,0.2,0.36,2.07,2.23
229.9,123.43,17.2,100.0,0.0,0.286,0.464,-0.0325,-1.62,0.0,0.0,0.33,0.49,1.85,2.02
229.95,123.8,7.6,100.0,0.0,0.389,-0.069,-0.0269,1.3,0.0,0.0,0.78,0.94,1.33,1.47
230.0,124.52,-3.7,100.0,0.0,0.293,0.49,-0.0306,-0.94,0.0,0.0,1.16,1.26,1.2,1.37
230.05,125.68,-8.6,100.0,0.0,0.358,0.512,-0.0244,-5.37,0.0,0.0,1.39,1.46,1.26,1.45
230.1,126.4,-8.5,100.0,0.0,0.383,0.476,-0.0316,-7.65,0.0,0.0,1.36,1.42,1.38,1.57
230.15,127.08,-7.6,100.0,0.0,0.398,0.461,-0.0469,-9.22,0.0,0.0,1.32,1.39,1.54,1.72
230.2,128.11,-6.3,100.0,0.0,0.446,0.436,-0.0359,-10.43,0.0,0.0,1.35,1.47,1.79,1.96
230.25,128.71,-5.3,100.0,0.0,0.462,0.422,-0.0517,-11.06,0.0,0.0,1.38,1.52,1.96,2.13
230.3,129.33,-3.2,100.0,0.0,0.462,0.437,-0.0707,-11.43,0.0,0.0,1.36,1.52,2.13,2.31
230.35,130.31,2.8,100.0,0.0,0.46,0.419,-0.0605,-11.25,0.0,0.0,1.16,1.38,2.39,2.55
230.4,130.87,8.0,100.0,0.0,0.446,0.428,-0.0671,-10.97,0.0,0.0,1.02,1.25,2.53,2.7
230.45,131.49,11.7,100.0,0.0,0.438,0.445,-0.0581,-10.05,0.0,0.0,0.89,1.12,2.64,2.82
230.5,132.43,14.8,100.0,0.0,0.436,0.436,-0.0471,-8.3,0.0,0.0,0.86,1.08,2.7,2.87
230.55,132.97,15.6,100.0,0.0,0.438,0.451,-0.04,-7.29,0.0,0.0,0.87,1.07,2.67,2.86
230.6,134.03,17.1,100.0,0.0,0.429,0.452,-0.0165,-5.25,0.0,0.0,0.81,1.0,2.54,2.72
230.65,134.63,17.6,100.0,0.0,0.407,0.46,-0.0164,-4.04,0.0,0.0,0.73,0.91,2.42,2.59
230.7,135.29,19.0,100.0,0.0,0.375,0.463,-0.0342,-2.5,0.0,0.0,0.6,0.79,2.25,2.42
230.75,136.28,20.2,100.0,0.0,0.299,0.443,-0.047,0.01,0.0,0.0,0.36,0.57,1.91,2.07
230.8,136.93,20.4,100.0,0.0,0.241,0.458,-0.0856,1.77,0.0,0.0,0.2,0.41,1.63,1.8
230.85,137.66,21.0,100.0,0.0,0.174,0.465,-0.0701,3.84,0.0,0.0,-0.05,0.22,1.28,1.45
230.9,138.63,23.6,100.0,0.0,0.023,0.446,-0.1129,7.03,0.0,0.0,-0.51,-0.23,0.72,0.9
230.95,139.26,26.9,100.0,0.0,-0.081,0.459,-0.1236,9.39,0.0,0.0,-0.95,-0.62,0.33,0.52
231.0,140.26,28.7,100.0,0.0,-0.264,0.41,-0.1293,14.16,0.0,0.0,-1.54,-1.17,-0.43,-0.26
231.05,140.9,25.2,100.0,0.0,-0.316,0.44,-0.1743,16.7,0.0,0.0,-1.76,-1.38,-1.02,-0.83
231.1,141.55,14.3,100.0,0.0,-0.378,0.409,-0.1215,18.49,0.0,0.0,-1.6,-1.11,-1.62,-1.44
231.15,142.45,-12.9,100.0,0.0,-0.301,0.42,-0.206,18.92,0.0,0.0,-0.69,-0.17,-2.61,-2.4
231.2,143.04,-26.7,100.0,0.0,-0.229,0.439,-0.1502,15.9,0.0,0.0,-0.09,0.47,-3.08,-2.85
231.25,143.83,-41.0,100.0,0.0,-0.169,0.382,-0.2083,9.45,0.0,0.0,0.11,0.64,-3.45,-3.22
231.3,144.42,-42.5,100.0,0.0,-0.202,0.424,-0.1669,4.7,0.0,0.0,-0.02,0.53,-3.43,-3.17
231.35,145.31,-36.4,100.0,0.0,-0.24,0.418,-0.1559,-1.21,0.0,0.0,-0.38,0.14,-3.04,-2.77
231.4,145.9,-28.9,100.0,0.0,-0.276,0.463,-0.1342,-3.7,0.0,0.0,-0.57,-0.05,-2.67,-2.38
231.45,146.51,-21.6,100.0,0.0,-0.315,0.433,-0.1072,-5.27,0.0,0.0,-0.95,-0.44,-2.23,-1.96
231.5,147.39,-7.0,100.0,0.0,-0.344,0.467,-0.1139,-5.19,0.0,0.0,-1.34,-0.89,-1.67,-1.4
231.55,148.34,-8.1,100.0,0.0,-0.287,0.436,-0.0728,-3.48,0.0,0.0,-1.06,-0.63,-1.2,-0.97
231.6,148.96,-21.4,100.0,0.0,-0.116,0.455,-0.0754,-3.48,0.0,0.0,-0.13,0.27,-1.02,-0.78
231.65,149.84,-34.1,100.0,0.0,0.164,0.412,-0.0585,-8.08,0.0,0.0,1.15,1.45,-0.66,-0.46
231.7,150.41,-37.1,100.0,0.0,0.258,0.414,-0.0701,-12.46,0.0,0.0,1.58,1.79,-0.22,-0.04
231.75,151.26,-28.8,100.0,0.0,0.381,0.416,-0.0183,-18.12,0.0,0.0,1.63,1.79,0.67,0.83
